SN_HC_BEARING_INTVL,SN_EOR_FK,INTERVAL_NAME,TOP_MD,BOTTOM_MD,HYDROCARBON_TYPE_CD
-20186,-29387,B2 Sand,3112,3124.0,G
-20187,-29387,DB Sand,3364,3388.0,G
-20188,-29387,FA Sand,4326,4366.0,G
-22958,-30478,PLG MKR Sand,8076,8214.0,G
-22959,-30478,C2 Sand,10690,10834.0,G
-22960,-30478,K Sand,12515,12974.0,O
-21154,-30227,Cib Carst 1,10575,10689.0,G
-21155,-30227,Cib Carst 3,11282,11310.0,G
-20200,-28769,H Sand,8440,9035.0,O
-20220,-28107,Bul 1 Sand,5202,5234.0,G
-20833,-27943,TH22A,19426,19564.0,O
-20834,-27943,TH22B,19648,19769.0,O
-19061,-27142,FE Sand,5873,5965.0,G
-24561,-30353,J Sand,15725,16442.0,O
-20540,-27626,BN-1 Sand,12826,12926.0,G
-21296,-27763,JP Sand,9796,9824.0,G
-21297,-27763,JQ Sand,9492,9508.0,O
-21298,-27763,KA Sand,9717,9771.0,O
-21299,-27763,KD Sand,9832,9854.0,B
-21300,-27763,KM Sand,10284,10341.0,O
-24098,-35972,Rob M-3 Sand,8730,8800.0,G
-23598,-35288,FA Sand,3836,3910.0,G
-23399,-34987,Zone A,17335,17350.0,G
-23401,-34987,Zone B,17550,17670.0,G
-22659,-34887,1500' Sand,2140,2160.0,G
-22778,-35187,6570'SD,6702,6734.0,G
-22779,-35187,6650'SD,6858,6864.0,G
-22780,-35187,6800'SD,7086,7322.0,G
-22781,-35187,B-3,8710,8714.0,G
-22782,-35187,JE Sand,8918,9082.0,O
-23498,-35508,Lenticulina B,7207,7271.0,G
-23499,-35508,Lenticulina C,7378,7418.0,G
-23500,-35508,Lenticulina F,7818,7830.0,G
-29023,-43860,LA Sand,15222,15292.0,G
-30242,-50053,T Sand,11853,11900.0,G
-99261,-170535,S Sand,11470,11503.0,O
-23298,-35028,1500' Sand,2750,3430.0,G
-24878,-35087,C-1A,6900,6919.0,G
-24881,-35087,C-8,8112,8122.0,O
-24882,-35087,C-10,8594,8608.0,O
-24883,-35087,D-2,9368,9390.0,O
-24884,-35087,D-4,9558,9570.0,O
-24886,-35087,D-7,10006,10026.0,O
-24887,-35087,D-8,10255,10300.0,O
-24888,-35087,D-9,10618,10692.0,O
-24885,-35087,D-6,9931,9945.0,O
-24879,-35087,C-5,7614,7654.0,G
-24880,-35087,C-7,7900,7910.0,G
-27879,-43760,L Sand,12559,12630.0,G
-28639,-45728,TL-1,10037,10056.0,B
-28640,-45728,CC-1,10747,10756.0,B
-28641,-45728,CC-6,11696,11711.0,B
-29722,-45526,"Upper 10,000 Sand",11126,11164.0,G
-29723,-45526,"Lower 10,000 Sand ""A""",11274,11280.0,O
-29724,-45526,"Lower 10,000 Sand ""B""",11414,11416.0,G
-29725,-45526,"Lower 10,000 Sand ""C""",11435,11438.0,G
-29682,-47046,Lower Lentic ,7767,7940.0,G
-45565,-80565,Lentic 1A,6493,6500.0,G
-45566,-80565,Lentic 1,6408,6418.0,G
-63605,-117557,2650 Sand,3096,3103.0,G
-63606,-117557,2950 Sand,3580,3600.0,G
-63607,-117557,4600 Sand,5947,5956.0,G
-28659,-46427,3000' Sand,2620,2698.0,G
-28666,-46427,5750' Sand,4801,4864.0,G
-28668,-46427,6700' Sand,5568,5584.0,G
-28669,-46427,6800' Sand,5724,5784.0,G
-28663,-46427,5000' Sand,4204,4226.0,G
-28667,-46427,6150' Sand,5064,5083.0,G
-28660,-46427,3500' Sand,3020,3032.0,G
-28661,-46427,4600' Sand,3856,3962.0,G
-28662,-46427,4900' Sand,4106,4138.0,G
-28664,-46427,5200' Sand,4383,4434.0,G
-28665,-46427,5500' Sand,4606,4681.0,G
-35929,-59107,Pink 6.5LL,20615,20660.0,O
-35930,-59107,Pink6.5LL,20730,20809.0,O
-35931,-59107,Pink 6.5LL,20856,20918.0,O
-35928,-59107,Pink 6.5L,20426,20455.0,O
-34547,-48288,Titanium (X1) RA,24408,24480.0,O
-41151,-73117,M10,11595,11685.0,G
-28782,-46173,Pleistocene 9300' Sand,9363,9437.0,O
-33646,-58508,LO Sand,5379,5410.0,G
-43818,-79169,HO Sand,4738,4742.0,G
-31825,-54188,1600' Sand,1921,2026.0,G
-32303,-54229,P-4-1,19294,19365.0,G
-32304,-54229,P-4-2,19466,19617.0,G
-34266,-54489,BF2 Sand,4220,4248.0,G
-34267,-54489,BF3 Sand,4990,5090.0,G
-32003,-54977,1600' Sand,2320,2825.0,G
-33805,-55097,Hab52 Sand,19450,19565.0,B
-32843,-55797,Norphlet,24450,24730.0,O
-33752,-54920,M4.0,10174,10194.0,G
-33753,-54920,M4.1,10505,10651.0,G
-33344,-55438,M-35 Sand,7540,7558.0,G
-33345,-55438,M-38 Sand (Rob M),7748,7783.0,G
-33346,-55438,Cris A,7930,7997.0,G
-33347,-55438,M-48 Sand,8360,8467.0,G
-33348,-55438,Disc B,8534,8552.0,G
-34926,-59211,M-8 Sand,12886,12961.0,O
-71472,-127448,FR20,11258,11405.0,O
-71473,-127448,FR22,11560,11676.0,O
-71474,-127448,FR24,11682,11812.0,O
-71475,-127448,FR26,11818,12102.0,O
-71476,-127448,WM12,18499,18601.0,O
-33264,-55398,A10,4042,4062.0,G
-33265,-55398,A35,5091,5102.0,G
-33267,-55398,C10,8293,8322.0,G
-33268,-55398,C15,8374,8384.0,O
-33271,-55398,C35 Lower,8718,8735.0,O
-33483,-55398,D10,9338,9344.0,O
-33269,-55398,C30,8649,8670.0,G
-33270,-55398,C35,8692,8702.0,O
-33272,-55398,C40,8800,8810.0,O
-33273,-55398,C50,8938,8974.0,O
-33274,-55398,D70,9425,9440.0,O
-33266,-55398,A80 Stray,5754,5760.0,G
-52403,-97061,C-30 Sand,8650,8700.0,G
-66127,-120171,C-10 RA Sand,8366,8386.0,O
-39012,-66795,C4 sd,12779,12820.0,O
-39013,-66795,C2 Sd,12198,12258.0,O
-39014,-66795,C1C Sd,11735,11802.0,O
-38333,-68785,T18,13080,13154.0,G
-38332,-68785,T1,12146,12171.0,G
-41811,-73505,7400' Sand,9630,9700.0,O
-41812,-73505,7300' Sand,9565,9586.0,O
-40490,-71189,7400' Sand,10478,10498.0,O
-37286,-63889,Miocene 15.9 ma,27466,27506.0,O
-36766,-63007,Marg A (9400' Sand),10647,10723.0,B
-36867,-63362,Tex W,12804,13004.0,B
-37789,-63242,Lentic 1 Sand,8176,8230.0,G
-38912,-66755,D-7 Stray,13964,13976.0,O
-36586,-63285,Lentic,6097,6120.0,G
-40551,-71148,BS 30,9852,9957.0,G
-40552,-71148,BS 27,9601,9665.0,G
-43421,-70587,13700' Lower Sand,15304,15383.0,G
-94233,-162057,13700' SAND,14931,15096.0,G
-118384,-200981,13200' Sand,14374,14460.0,G
-42956,-70288,C1,20680,21120.0,G
-42915,-70288,D4,23958,24020.0,O
-42914,-70288,D2,23617,23910.0,G
-40370,-70726,A Sand,10661,10754.0,G
-40371,-70726,B Sand,10922,11030.0,O
-40374,-70726,H-1 Sand,13442,13476.0,O
-40377,-70726,I Sand,14000,14006.0,O
-40378,-70726,L-1 Sand,14827,14844.0,O
-40379,-70726,L-2 Sand,14884,14904.0,O
-40372,-70726,D Sand,11750,11798.0,O
-40373,-70726,F Sand,11966,11979.0,O
-40375,-70726,H-2 Sand,13516,13668.0,O
-40376,-70726,K-3 Sand,14503,14544.0,O
-42634,-76175,Y1 Sand,6940,7103.0,O
-44436,-73198,C-12 Sand,6892,6990.0,O
-42013,-75020,JD Sand,9432,9443.0,G
-42014,-75020,JD Sand,9433,9462.0,O
-42011,-75020,JA Sand,9354,9366.0,G
-42012,-75020,JC Sand,9372,9414.0,G
-42015,-75020,JF Sand,9497,9538.0,G
-42016,-75020,JL Sand,9820,9834.0,O
-40990,-70785,7300 ,10110,10182.0,O
-40991,-70785,C8/C9,10922,10946.0,O
-42775,-75868,E 10 SAND,15130,15173.0,G
-44797,-78590,Valv H4,9369,9412.0,G
-44798,-78590,Valv H5,9928,10001.0,G
-44796,-78590,Valv H3,9230,9314.0,G
-69962,-126141,Valv H5 Sand,9941,9979.0,G
-44419,-76148,Ang B Sand,10254,10345.0,G
-44416,-76148,3850 Sand,4044,4098.0,O
-44417,-76148,F2A,7050,7128.0,O
-44418,-76148,F4,7284,7378.0,O
-44305,-81309,BB-2 Sand,12180,12210.0,G
-44302,-81309,AE-14 Sand,11620,11640.0,G
-44304,-81309,BB-1 Sand,12012,12032.0,G
-44297,-81309,AE-6 Sand,10810,10818.0,G
-44299,-81309,AE-10 Sand,11169,11193.0,G
-44300,-81309,AE-11 Sand,11277,11300.0,G
-44301,-81309,AE-13 Sand,11532,11556.0,G
-44303,-81309,AE-15 Sand,11686,11733.0,G
-42211,-76715,"""O"" RD Sand",11810,11990.0,O
-45118,-76215,GYRO 9,15438,15641.0,G
-49232,-85203,Mid Tex Sand,15255,15386.0,G
-49374,-85203,T-1 Sand,14258,14428.0,G
-46167,-79622,S-1 Sand,12506,12654.0,G
-46809,-85583,FR 12,14056,16350.0,O
-49472,-87352,BF 1U Sand ,5047,5077.0,G
-50310,-87414,"15,000' Sand",16585,16710.0,G
-98843,-168491,B-4 Sand,15690,15780.0,G
-98844,-168491,B-4 Lower Sand,16039,16200.0,G
-48231,-85986,Grace (UPR) Sand,16515,16570.0,G
-49958,-87711,Tex X 13000' Sand,13018,13073.0,B
-49956,-87711,Tex X 12500' Sand,12574,12599.0,B
-49957,-87711,Tex X 12900' Sand,12956,12981.0,B
-111543,-189273,Tex X Middle,12953,12976.0,G
-50613,-87411,M50,26846,26988.0,O
-47371,-87411,M50,26203,26266.0,O
-47372,-87411,M50,26650,26736.0,O
-47373,-87411,M50,26744,26753.0,O
-47711,-85584,Marg A6,16917,16987.0,O
-48351,-87752,Tex W2,7421,7447.0,G
-47811,-87752,Tex W3,7941,7966.0,G
-49133,-89977,D-10 SAND,7727,7760.0,O
-49132,-89977,D-8 SAND,7552,7616.0,O
-46989,-85727,D-8 Sand,7522,7617.0,O
-46990,-85727,D-10 Sand,7723,7790.0,O
-46991,-85727,D-11 Sand,7804,7837.0,O
-69143,-125177,D-5 Sand,7347,7356.0,G
-69144,-125177,D-6 Sand,7393,7402.0,G
-69140,-125177,C-1A Sand,6544,6670.0,G
-69141,-125177,C-1 Sand,6689,6739.0,G
-69142,-125177,C-5 Sand,6888,6934.0,O
-48813,-86207,Big 1 Sand,3178,3200.0,G
-48814,-86207,Big 1 A Sand,3222,3237.0,G
-48815,-86207,Tex 2 Sand,7823,7860.0,G
-48816,-86207,Tex 4 Sand,8121,8146.0,G
-52444,-96452,Strit Sand,14393,14401.0,G
-52443,-96452,Purple sand,12858,12883.0,G
-52445,-96452,Browning Sand,15509,15598.0,G
-55846,-107466,FR08,10108,10123.0,G
-55847,-107466,FR20/22/24,10639,10740.0,O
-55848,-107466,WM10,14608,14613.0,O
-55849,-107466,WM12,14711,14808.0,O
-55386,-106718,EF Sand,7284,7384.0,G
-55731,-106718,EC Sand,6978,7130.0,G
-50738,-93652,MN-02,8188,8192.0,G
-50739,-93652,MN-04,8295,8304.0,G
-50737,-93652,MN-01,8085,8094.0,G
-50736,-93652,MK-02,7788,7804.0,O
-60143,-112974,HD,7006,7094.0,G
-60144,-112974,HE,7140,7194.0,G
-60145,-112974,HG,7340,7431.0,G
-60146,-112974,H STRAY,7453,7490.0,G
-60147,-112974,HGL,7542,7694.0,G
-60148,-112974,HH,7830,7842.0,G
-60149,-112974,HI,8098,8148.0,G
-60150,-112974,KB,9300,9500.0,G
-60151,-112974,KC,9600,9766.0,G
-52823,-93272,Cat Mex 2 Sand,22739,22805.0,O
-53223,-96692,K-30,15597,15655.0,O
-51823,-94729,KG Sand,7393,7400.0,G
-51824,-94729,R Sand,8008,8012.0,G
-56260,-107607,Sar H,7810,8895.0,O
-79123,-140086,Lentic,7094,7402.0,O
-57698,-107732,MM  320,28946,29270.0,O
-57699,-107732,MM 520,30378,30648.0,O
-58957,-111010,KP Sand,15840,15890.0,G
-56500,-108492,G4,15504,15536.0,O
-56501,-108492,G5,15596,15665.0,O
-99203,-169389,E1,12742,12786.0,O
-99204,-169389,E8,13153,13179.0,O
-56033,-107775,J-6,8130,8222.0,O
-56344,-107967,Sar H,5985,7200.0,O
-84503,-147849,Lentic Sand,5360,5552.0,O
-56520,-108089,13800' Sand,14282,14292.0,G
-56484,-107956,Q3 Sand,10459,10472.0,G
-56480,-107956,L5 Sand,3692,3700.0,G
-56481,-107956,KE Sand,9070,9078.0,G
-56482,-107956,P Sand,10043,10047.0,G
-56483,-107956,Q2 Sand,10384,10407.0,G
-57312,-107868,L-1 Sand,16873,16915.0,O
-57070,-107868,N-1 Sand,17190,17220.0,O
-56542,-108093,G3B,20956,21333.0,O
-56541,-108093,G3A,20876,20956.0,O
-56543,-108093,G4B,21380,21500.0,O
-56544,-108093,H2,21547,21578.0,O
-59190,-111546,K-30 Sand,11926,12030.0,G
-89527,-155360,K-20 Sand,11613,11643.0,G
-100285,-171667,J5/15,10891,10914.0,G
-100286,-171667,K-20,11606,11650.0,G
-57150,-108577,Amp 6.2,19108,19128.0,G
-59020,-111046,B,29506,29521.0,O
-59847,-110925,Cris I,14264,14296.0,G
-78843,-140675,Big Hum,13456,13468.0,O
-58979,-111057,Amph B-7 Sand,10365,10384.0,G
-58837,-111057,Amph B-6 Sand,10142,10250.0,G
-58838,-111057,Amph B-1 Sand,8816,8937.0,G
-58839,-111057,Amph B-5 Sand,10052,10082.0,G
-59606,-111067,5500' Sand,6271,6308.0,O
-59607,-111067,5700' Sand,6824,7186.0,O
-59608,-111067,7300' Sand,8580,8640.0,O
-59609,-111067,8100' Sand,9345,9560.0,O
-64821,-118797,Wilcox,11406,11410.0,O
-64810,-118797,Middle Wilcox Stringers,10604,10623.0,O
-60013,-112437,Rob M,9700,9719.0,G
-60014,-112437,Rob L-1,8653,8676.0,G
-60015,-112437,Amph B,8502,8610.0,G
-59123,-111043,4700' Sand,7460,7640.0,G
-63646,-118176,Piacenzian,16088,17042.0,O
-63644,-118176,Isolated Hydrocarbon Anom,13500,14120.0,O
-63645,-118176,Calabrian,15573,15955.0,O
-60341,-112229,TP-3 Sd,9410,9557.0,B
-58736,-111064,Q Sand,10834,10868.0,O
-59341,-111720,3000' Sand,2894,2938.0,G
-59363,-111720,5750' Sand,5524,5574.0,G
-59346,-111720,5200' Sand,5057,5128.0,G
-65539,-120446,5500'Sand,5278,5288.0,O
-64613,-114636,JR Sand,10260,10304.0,G
-64612,-114636,KA Sand,10746,10774.0,G
-64614,-114636,KJ Sand,11732,11768.0,G
-64616,-114636,KA Sand Lower,10890,10900.0,G
-61794,-114672,RM-1,11462,11514.0,G
-61813,-114672,RM-2,11700,11808.0,G
-61814,-114672,RM-3,12157,12208.0,G
-61815,-114672,RM-4,12440,12556.0,G
-62395,-116468,KE-1 Sand,9936,10000.0,O
-67500,-122448,IC-1 Sand,7936,7976.0,O
-62015,-114748,6700,6895,6908.0,O
-62016,-114748,7000,7113,7200.0,O
-62014,-114748,5800,6453,6506.0,O
-62017,-114748,7200,7209,7500.0,O
-63213,-116868,SD 103 Sand,10330,10364.0,G
-61954,-115156,4700',4959,4998.0,O
-61955,-115156,5600',5746,5792.0,B
-61956,-115156,5800',5890,5930.0,G
-61957,-115156,6200',6167,6181.0,O
-61958,-115156,6700',6323,6406.0,O
-61959,-115156,6800',6560,6675.0,B
-61960,-115156,7000',6799,6900.0,B
-61961,-115156,7200',6969,7221.0,O
-61962,-115156,7500',7279,7435.0,O
-61853,-114746,L-1 Sand,14202,14244.0,O
-61854,-114746,M-Sand,14500,14614.0,O
-62860,-115767,SD 110 Sand,11326,11380.0,G
-91107,-156830,SD 104,10912,11070.0,G
-61739,-115056,6000 Sand,9546,9630.0,O
-64632,-115298,O2,18430,18495.0,O
-97662,-168269,M6,17825,17933.0,O
-97642,-168269,M4,17694,17720.0,O
-62037,-114848,Tex W5-F,13519,13564.0,G
-62216,-114848,Tex W5-A,13210,13270.0,G
-62215,-114848,Tex W5-G,13616,13654.0,G
-99721,-170572,Tex W5A,13204,13271.0,B
-99741,-170572,Tex W5B,13306,13311.0,B
-99742,-170572,Tex W5E,13495,13505.0,B
-99722,-170572,Tex W5F,13518,13560.0,B
-99743,-170572,Tex W5G,13614,13674.0,B
-66659,-119936,16000' Sand,17580,17648.0,O
-68360,-124219,"Rob M ""C"" Sand",16788,16856.0,G
-65758,-120026,Cris Sub2,7203,7290.0,G
-65759,-120026,Cris Sub3,7470,7640.0,G
-65760,-120026,Tex P-1 RN,8093,8295.0,G
-70163,-121610,G-35 Sand,9750,9818.0,G
-70164,-121610,H-30 Sand,10422,10472.0,B
-70165,-121610,Tex M-1 Sand,11097,11119.0,O
-70166,-121610,Tex M-2 Sand,11194,11204.0,G
-70167,-121610,Rob E Sand,11685,11738.0,B
-72351,-125157,Cyclam III,17240,17270.0,O
-72104,-120071,10000' SAND,11170,11310.0,G
-72105,-120071,9700' SAND,10687,10760.0,G
-72106,-120071,4750' SAND,5408,5435.0,B
-66639,-119918,C. Mac Oil Sand,15668,15729.0,O
-66373,-120073,O-12,16024,16042.0,G
-70021,-126701,Disc 12,12970,13015.0,O
-91887,-155881,17000 Sand,17457,17489.0,G
-71492,-127294,N-6A Sand,9374,9480.0,G
-70329,-123889,UVIG 3 Sand,12066,12112.0,O
-68260,-122226,"12,800' B Sand",13327,13500.0,G
-70083,-123623,BA-4AA,8316,8580.0,O
-68120,-122449,U Sand,15178,15198.0,G
-68121,-122449,W Sand,15748,15807.0,O
-71575,-126682,Mio SD 1,25700,25730.0,O
-71576,-126682,Mio SD 2,25967,26000.0,O
-71577,-126682,U,26221,26348.0,O
-81730,-140933,R1,22702,22778.0,B
-81731,-140933,R2b,22854,22928.0,B
-81733,-140933,R2,22993,23260.0,B
-81724,-140933,Zone of Interest 1,12055,12057.0,G
-81725,-140933,Zone of Interest 2,13606,13610.0,G
-81726,-140933,P2a Stray,21308,21327.0,G
-81727,-140933,P2a,21480,21550.0,G
-81728,-140933,P2b,21770,21798.0,G
-81729,-140933,Q,22090,22322.0,G
-70309,-123477,PQ Sand,17576,17710.0,G
-70103,-126942,A Sand,6478,6739.0,O
-68040,-122576,12100' Sand,12924,13027.0,G
-73644,-131178,TL-36,9737,9754.0,G
-73643,-131178,BBJ,9182,9259.0,G
-73645,-131178,CCN,10736,10790.0,O
-73646,-131178,CCN-1,10815,10965.0,O
-74245,-132804,BB3/BBJ,9005,9022.0,G
-74246,-132804,BB4,9268,9278.0,G
-74247,-132804,TL-36,9922,9946.0,G
-70605,-127148,I-D Sand,6310,6340.0,O
-70606,-127148,DR-1 Sand,6404,6488.0,O
-76980,-127495,Tex W,12463,12506.0,G
-71555,-127901,H-1,16165,16280.0,O
-71700,-128144,8200' Sand,8245,8362.0,O
-71701,-128144,6400' Sand,6669,6782.0,O
-72493,-127374,"23,800'/23,900' Sand",23802,24010.0,G
-72494,-127374,"22,360' Sand",22362,22444.0,G
-72164,-127413,Top of Wilcox,31335,,O
-103711,-175552,Potential Hydrocarbon Zon,6380,6390.0,O
-74105,-130040,B12,17789,18078.0,O
-72225,-129659,Top of Wilcox,31335,33360.0,O
-79873,-139908,Piacenzian,18177,18317.0,G
-73543,-130261,NO A-6 Sand,14032,14046.0,O
-73544,-130261,NS A-3 Sand,14218,14240.0,O
-72776,-130786,B4 Sand,18066,18168.0,O
-72024,-129559,O Sand,7246,7480.0,O
-72025,-129559,L-1 Sand,8222,8236.0,O
-72026,-129559,L-3 Sand,9012,9128.0,O
-72058,-129987,6850' Sand,5418,5491.0,O
-72059,-129987,7200' Sand,5746,5762.0,O
-72056,-129987,5000' Sand,4256,4296.0,B
-72060,-129987,7500' Sand,5991,6137.0,O
-72066,-129987,7575' Sand,6320,6375.0,O
-72053,-129987,4400' Sand,3801,3804.0,B
-72054,-129987,4500' Sand,3885,3939.0,B
-72055,-129987,4700' Sand,3968,3993.0,B
-72057,-129987,6800' Sand,5206,5372.0,O
-72061,-129987,7550' Sand,6166,6197.0,O
-72062,-129987,7600' Sand,6390,6403.0,O
-72063,-129987,7650' Sand,6438,6684.0,O
-72065,-129987,7800' Sand,6727,6805.0,O
-77294,-130812,Blue E Sand,27870,28030.0,O
-74361,-129903,M10 Sand,28595,28927.0,O
-74360,-129903,M9 Sand,28457,28540.0,O
-73435,-130340,B-5 Water Sand,10312,10312.0,G
-73439,-130340,Piacenzian-2,18627,18711.0,G
-73440,-130340,Piacenzian-1,18919,19540.0,O
-73441,-130340,Base of Salt,16757,17657.0,O
-73442,-130340,Calabrian-2,17156,17270.0,G
-73443,-130340,Calabrian-1,17569,17666.0,O
-73433,-130340,H-10.3 Low Prob Water San,7514,7558.0,G
-73434,-130340,H-11.3 Prob Water Sand,8293,8293.0,G
-73436,-130340,Tuff (H-30),12794,12902.0,G
-73437,-130340,Top of Salt,13390,13476.0,G
-73438,-130340,Gelasian,18030,18094.0,G
-76366,-132381,LH-20,13576,13696.0,G
-96743,-166690,LH-16,13258,13317.0,G
-96744,-166690,LH-12,12292,12397.0,G
-74327,-132371,Stray Sand,5150,5160.0,O
-74328,-132371,1 D Sand,5434,5458.0,O
-74329,-132371,D Sand,5514,5570.0,O
-74131,-132379,3800' Sand,7560,7855.0,O
-75866,-133585,25 Sand,9017,9100.0,G
-75867,-133585,26 Sand,9290,9330.0,G
-75868,-133585,28 Sand,10059,10070.0,G
-75869,-133585,32 Sand,10748,10780.0,G
-74946,-133469,C-1,9695,10635.0,O
-74438,-132545,3800' Sand,7152,7786.0,O
-78107,-132564,Gyrodina 9C Sand,18019,18060.0,G
-80650,-141459,Gyrodina 9C Sand,17233,17300.0,G
-80528,-141459,Gyrodina 9D Sand,17616,17702.0,G
-75085,-132871,1-A Sand,4054,4100.0,G
-75086,-132871,A Sand,4140,4164.0,G
-75087,-132871,I-1 Sand,6086,6116.0,O
-74867,-132572,M-3 CD Sand,11552,11614.0,O
-99126,-170373,M-2 Sand,11210,11248.0,O
-99125,-170373,M-3 A Sand,11344,11358.0,O
-114955,-196994,M2,11162,11190.0,O
-80203,-133468,5' Stray Gas Sand,15624,15629.0,G
-80204,-133468,Big Hum,16026,16110.0,B
-78564,-139141,Mudlogging Show #1,10045,10045.0,G
-78565,-139141,Mudlogging Show #2,12600,12600.0,G
-78566,-139141,Mudlogging Show #3,12640,12640.0,G
-78567,-139141,Mudlogging Show #4,13130,13130.0,G
-78568,-139141,Mudlogging Show #5,13190,13190.0,G
-78903,-139141,Mudlogging Show #6,13309,13309.0,G
-78323,-139774,B-1 Sand,4515,4535.0,O
-78324,-139774,I-1 Sand,6735,6790.0,O
-78325,-139774,I-4 Sand,7182,7270.0,O
-77871,-139262,4500' Sand,5348,5420.0,O
-77872,-139262,5700' Sand,6824,6888.0,O
-77873,-139262,7000' Sand,7858,7960.0,O
-77874,-139262,8030' Sand,8300,8396.0,O
-82024,-141396,Globorotalia Miocenica,12580,12738.0,G
-79005,-139624,Tex.  W Sand,11750,11790.0,G
-79006,-139624,Tex. W Sand,11830,11854.0,G
-79424,-140492,I-2 Sand,8102,8127.0,O
-78764,-139564,7600 M/L Sand,8584,8648.0,O
-78765,-139564,8000 U Sand,8818,8827.0,O
-78766,-139564,8100' Sand,9058,9065.0,O
-78767,-139564,8200' Sand,9168,9213.0,O
-78768,-139564,8700' Sand,9548,9566.0,O
-83046,-143869,C6 Sand,7858,8050.0,G
-83047,-143869,C8 Sand,8186,8258.0,G
-83154,-143768,Stringer,19010,19020.0,O
-83155,-143768,H1 Marl Interval,19659,19811.0,O
-83156,-143768,I Sand,20120,20305.0,O
-82104,-144406,A-1 Sand,5370,6041.0,O
-83388,-144227,TP-6,9459,9504.0,O
-83389,-144227,TP-10,9596,9652.0,G
-83390,-144227,TP-11,9724,9818.0,B
-81543,-144072,G Sand,6358,6392.0,O
-81544,-144072,I-1 Sand,6692,6753.0,O
-81545,-144072,I-2 Sand,6802,6818.0,O
-81603,-143906,4900' Sand,5380,5436.0,O
-81785,-144467,P Sand,6232,6260.0,O
-96462,-144266,U Sand 6,17028,17088.0,O
-96463,-144266,U Sand 5,17674,17754.0,O
-83103,-144588,J-2 Sand,12842,12852.0,O
-118733,-201019,J-1 Sand,12734,12750.0,O
-88015,-144114,M9U,24050,24481.0,O
-82823,-144081,P1 Sand,14526,14566.0,G
-83407,-144081,P Sand,14346,14384.0,G
-83408,-144081,PO Sand,14211,14220.0,G
-83409,-144081,O1,13848,13904.0,G
-83410,-144081,O Sand,13750,13764.0,G
-100961,-172141,O Upper Sand,13694,13708.0,G
-105004,-175696,M3 Sand,13028,13034.0,O
-86964,-150792,8650 Sand,8511,8547.0,G
-86965,-150792,8850 Sand,8960,8976.0,B
-86966,-150792,9000 Sand,9222,9259.0,B
-86324,-150531,J-3 SAND,9943,10030.0,O
-89867,-151095,Wilcox 1,27880,27935.0,O
-89868,-151095,Wilcox 2,28820,28835.0,O
-89870,-151095,Wilcox 2,29560,29640.0,O
-89869,-151095,Wilcox 2,28900,29020.0,O
-86868,-150853,F20 SAND,8611,8701.0,O
-86869,-150853,F30 SAND,8725,8825.0,O
-86870,-150853,F40 A SAND,8932,9544.0,O
-86871,-150853,G10 A SAND,10216,10311.0,O
-86872,-150853,G50 SAND,11229,11291.0,B
-86873,-150853,H10 B SAND,11626,12214.0,O
-86866,-150853,E30 SAND,7744,7812.0,B
-86867,-150853,F10 SAND,8098,8276.0,O
-87458,-150530,M-66,10575,10665.0,O
-86205,-150530,M-62,14060,14205.0,O
-94015,-159897,MN-5 Sand,14045,14110.0,O
-92873,-159785,UMio 190 ,23200,23204.0,O
-94956,-163507,M-57,19492,19519.0,O
-94957,-163507,M-56 Lower,20938,20966.0,O
-96579,-166403,B-1 Sand,6684,6743.0,O
-102241,-172722,Norphlet,28971,29041.0,O
-119915,-202200,DU,10478,10518.0,O
-117704,-200024,2500 SD Sand,3576,3630.0,G
-117639,-200025,2500 SD Sand,3930,3990.0,G
-117640,-200025,1900 Sand,2688,2709.0,G
-117641,-200066,1900 SD Sand,2176,2196.0,G
-17572,-26405,1ST STRAY SAND,3572,3594.0,G
-117697,-199948,2nd Stray Sand,3668,3684.0,G
-117699,-199948,2800 Sand,3778,3808.0,G
-117700,-199948,3500 Sand,4694,4740.0,G
-117701,-199948,4000 Sand,5266,5272.0,G
-117702,-199948,4100 Sand,5648,5662.0,G
-117703,-199948,4300 Sand,5844,5854.0,G
-117698,-199948,3rd Stray Sand,3730,3744.0,G
-117769,-200063,EpD SG6,12612,12638.0,O
-73018,-125507,EpD Sand,11840,11856.0,G
-117770,-199913,12400 Sand,13620,13688.0,G
-117771,-199913,11600 Sand,12514,12618.0,O
-119933,-202632,8950',9734,9740.0,G
-119934,-202632,DG,10006,10046.0,G
-119935,-202632,EPD SG6A,1114,11150.0,G
-119936,-202632,11600 Sand,11794,11856.0,G
-119937,-202632,11800 6,11904,11930.0,G
-120237,-202604,12400SG6,12216,12308.0,G
-120175,-202604,1200 Lower,11904,11972.0,G
-56969,-109028,A Sand,1134,1522.0,G
-98704,-168272,GF-3 Sand,7410,8185.0,G
-622,-748,Rob L-8,13928,13948.0,G
-621,-748,Rob L-6 ,12944,12954.0,G
-7288,-6740,Rob L-2,12321,12345.0,G
-59686,-112421,Cib Op 9,11246,11256.0,G
-59201,-111909,Rob L-2,12322,12337.0,G
-59199,-111909,Rob L-1,12082,12084.0,G
-59200,-111909,Rob L-1,12069,12074.0,G
-66729,-120089,2400 Sand,2480,2492.0,G
-98502,-169510,MM-80A,7490,8557.0,G
-5740,-5563,PL-9-1,5704,5728.0,G
-33885,-57398,AB-1,5470,5490.0,G
-80143,-142097,Trim A-15,5286,5291.0,B
