SN_EOR_FK,GEO_MARKER_NAME,TOP_MD
-28003,L-2,6338.0
-28003,L-1,5975.0
-29669,L-2,6238.0
-29669,L-1,5860.0
-29206,K-10,5592.0
-29206,L-1,6862.0
-3983,CP-11A,13708.0
-3983,CP-12A,14352.0
-3983,CP-10L,13380.0
-172751,J Sand,13533.0
-172751,CP-10,13626.0
-172751,Chris K,11967.0
-174081,J Sand,13150.0
-174081,CP-10 FBA Sand,13240.0
-144950,CP-8,12222.0
-144950,CP-8A,12260.0
-144950,I,13210.0
-144950,J,13320.0
-145092,CP-10 Alt,13396.0
-145092,CP 10,13447.0
-145092,J,13316.0
-172428,CP -10,13731.0
-172428,J Sand,13644.0
-172427,I Sand,13900.0
-172427,I Sand,13850.0
-172427,Stray,13710.0
-182673,LP2 SAND,12704.0
-128679,N2 D,11112.0
-128679,M2 D,10712.0
-128679,M6 RB,10863.0
-128679,M8 RA,11014.0
-124722,OPP2 RA,9501.0
-153414,OPP2 RA,9501.0
-153414,O2,9554.0
-153414,P D,9734.0
-153414,P2,9846.0
-125148,P-P2 NM,9380.0
-125148,OO2 BU,9130.0
-125148,P2,9418.0
-125148,K4 RE,8668.0
-153433,K4 RE,8668.0
-153433,P-P2 NM,9380.0
-153433,OO2 DU,9120.0
-153433,P2,9418.0
-152415,N6 RD,12245.0
-152415,O RA,13005.0
-152415,N8 RB,12601.0
-152415,N2 D,11725.0
-152415,M2 D,11133.0
-153435,MO RA,11071.0
-153435,M2 D,11346.0
-153435,M6 D,11598.0
-153435,M8 D,11844.0
-125150,N D,12542.0
-125150,M8 D,12390.0
-125150,N2 D,12632.0
-153436,M8 D,12390.0
-153436,N D,12542.0
-153436,N2 D,12632.0
-153437,M6 D,12188.0
-153437,O Sand,13296.0
-153437,O Sand,13156.0
-153437,N2N3N4RF,12482.0
-153437,M8 RE,12378.0
-125296,OPP2 RA,8974.0
-125296,P6,9165.0
-153440,P6,9165.0
-153440,OPP2 RA,8974.0
-124924,K4 RA,9123.0
-153441,K4 RA,9123.0
-125153,P EB,9570.0
-125153,O2P4RASU,9461.0
-153442,O2P4RASU (P4 Perfs),9461.0
-153442,P EB (P6 Perfs),9570.0
-125297,P,8912.0
-125297,P4,9043.0
-153444,O2P4RASU,9045.0
-153444,OPP2 RA,8912.0
-153445,J RA,7918.0
-145713,I-10 Sand,6200.0
-145713,I-4 Sand,5742.0
-147399,I-4 Sand,4567.0
-147399,H-8 Sand,4388.0
-147399,G Sand,3880.0
-147399,F-2 Sand,3684.0
-147399,F Sand,3546.0
-147219,H-2 Sand,4495.0
-147219,G Sand,4156.0
-147219,F Sand,3840.0
-145673,I-10 Sand,5473.0
-145673,C-6 Sand,1602.0
-145673,J Sand,5855.0
-145674,I-2 Sand,5980.0
-145674,H-2 Sand,5531.0
-145674,H Sand,5426.0
-145674,G-4 Sand,5272.0
-140995,K6 RD,6352.0
-135333,H-9 RQ,8784.0
-146071,6600 Sand,8264.0
-146071,3800 Sand,4308.0
-130832,ROB E,6675.0
-130832,TEX L,9145.0
-130832,36 SAND,9478.0
-130832,TEX L-4 SAND,9614.0
-130832,CIB CARST N SAND,10346.0
-130832,CIB CARST N-1 SAND,10410.0
-130832,BIG A,6860.0
-126229,U2 Sand,9142.0
-126229,X-RD Sand,11099.0
-201539,I RB,4765.0
-201516,T4 RA,10043.0
-201516,M6 RA,8408.0
-201516,L10 RA-1,7668.0
-201516,L RE,7143.0
-118115,N-6 Sand,6474.0
-118115,U-2 Sand,7192.0
-118115,RB Sand,7250.0
-118115,V-2 Sand,7337.0
-136717,N-6 Sand,6474.0
-201540,L SAND,6310.0
-201540,NO RC,7508.0
-201540,N6-N8 RC,7594.0
-201540,U-V RB,8770.0
-198189,G1 ,9675.0
-198189,G ,9461.0
-123750,R-1 Sand,8138.0
-123750,CP- 8 4 Sand,8216.0
-172508,U-1/1 ,14324.0
-171674,J Sand,6650.0
-171674,H Sand,6230.0
-199043,U BUL4 1,8045.0
-87572,Top Pliocene,10743.0
-112165,TP-11A,9596.0
-141476,M2 Sand,10609.0
-118598,Cris K-1 Sand,10433.0
-137141,C,4490.0
-137141,F,6510.0
-137141,G,6820.0
-137141,H,7102.0
-137141,I,7293.0
-137141,J,7542.0
-137141,O 8300,12922.0
-192420,N-2 Sand,11947.0
-157772,PA-1 Sand,12112.0
-157772,9300' Sand Res D,10132.0
-157772,9700' Sand,11150.0
-118116,ROB M-5 Sand,11890.0
-164809,Rob M-5,11890.0
-159908,F1,11736.0
-159908,G2,12338.0
-178892,C-40 ,8691.0
-178892,B-80,6854.0
-178892,D-10,9218.0
-177532,I1 RB,9148.0
-177532,F1 RB,7551.0
-174549,F1 RB,7551.0
-174549,I1 RB,9148.0
-176149,K1 RG,10382.0
-176149,K-2 SD,10810.0
-176149,K1RG/K2A,10835.0
-178072,Bul-1,10271.0
-118581,Tex W-4 Sand,14598.0
-118581,Tex W-5 Sand,14740.0
-118581,Tex W-6 Sand,14832.0
-170354,MS H-4 Sand,11253.0
-170354,PQ H-1 Sand,13798.0
-170354,PD H-1 Sand,13162.0
-170354,KS A-1 Sand,9772.0
-118560,90 SD,15082.0
-107587,Stray 2,4018.0
-107587,A-5a,4458.0
-4904,8100',8528.0
-134408,Top Miocene,
-147352,J RA2 Sand,11607.0
-148006,Q-4 Sand,8486.0
-148006,"""T"" Sand",8760.0
-174550,8300 A12,8974.0
-174550,F1 RB,8064.0
-174634,Bul(1) 7-C Sand,11735.0
-174634,Bul(1) 7-A Sand,11655.0
-166631,CN-1,10834.0
-173469,CN-1,10834.0
-170830,K-2 Sand,10624.0
-170830,I-1 Seg 900 Sand,8982.0
-170830,I2 RA,9216.0
-170830,K-1 Sand (Upper),9800.0
-170830,Lwr K-1 Sand,9922.0
-174015,C-55,8704.0
-68905,J-3 FB A Sand,12452.0
-1054,C4M1,13125.0
-1054,C4M2,13220.0
-7460,N Sand,15784.0
-7460,R-1 Sand,16840.0
-7460,O Sand,16080.0
-7460,R Sand,16342.0
-118862,J-4 SAND,30521.0
-125547,J-4 Sand,30520.0
-125547,J-2 Sand,30098.0
-103932,Unknown (unable to submit w/out info),
-140472,M-64,13488.0
-108268,,
-143462,M-3 Sand,10540.0
-56597,QP-3B,3560.0
-56597,L-8 Sand,7893.0
-56597,L-8A,8056.0
-56597,L-12,8473.0
-143502,L-8,7893.0
-143502,L-12 Sand,
-143502,QP 3 Sand,3560.0
-143502,L-8A Sand,8056.0
-111146,,
-135329,"""B"" SAND",6420.0
-13681,Unn Sand 1,3793.0
-13681,Unn Sand 2,7202.0
-13681,D Sand,6973.0
-146398,D Sand,6973.0
-12762,Pleistocene L1 Sand,10171.0
-12206,Discorbis 12,4630.0
-12206,Bigenerina humblei,6940.0
-12206,Globorotalia fohsi barisanensis,8680.0
-12520,Big A-2L,16272.0
-143148,BIG A-2 Sand,16272.0
-146033,Big A-1 Sand,15988.0
-176688,Big A-2 Sand,16272.0
-176688,Big A-1 Sand,15988.0
-12061,5300' Sand,5300.0
-12061,CP 37 Sand,4000.0
-12061,5500' Sand,5500.0
-12597,F Sd Tg 3,
-12597,F Sd Tg 1,7989.0
-12265,2000' Sand,
-12265,3100' Sand,
-26084,Uvig 3 Sand,8706.0
-11922,J Sand,13700.0
-11922,M-2 Sand,14440.0
-11922,Upper Miocene,11300.0
-11941,Base Salt,
-11941,Mid Miocene 13.8 sb,
-11941,Top Salt,
-11941,Mid Miocene 15.4 sb,
-11941,Mid Miocene 16.0 sb,
-15137,C-7 Sand,7345.0
-15137,E-7 Sand,11143.0
-13284,Big. Hum,9640.0
-13442,Tex W,8600.0
-13442,Big 2,8000.0
-132504,TEX W FB4,8690.0
-135354,Big 2,8000.0
-135354,Tex W,8600.0
-135354,TEX W FB4,8690.0
-13185,PI-4 Sand,4145.0
-13185,Trim A,1965.0
-14612,2800' Sand,2850.0
-51378,4400' Sand,5998.0
-51678,M27 Sand,
-51678,M26 Upper,
-51678,M26 Lower,
-55903,C-6 Sand,
-55903,C-2 Sand,
-51418,Big Mac,9370.0
-51418,Fault 1,
-51418,OL7,10463.0
-51418,Fault 2,
-51418,FR08,
-51418,FR10,
-51418,Fault 3,
-51418,FR22,
-51418,FR24,
-51418,FR30,
-51418,Fault 4,
-51418,FR36,
-51418,Yegua Shale,
-51418,VJC20/Fault 5,
-51418,WM12,
-50514,K-1 Sand,9918.0
-50514,L-1Sand,10133.0
-50514,M-2 Sand,
-50976,Top of salt,10312.0
-57238,Trim A,5470.0
-57058,6200' Sand,6811.0
-57058,6600' Sand,7784.0
-51538,DP-1 ,14382.0
-131358,DP-1 Sand ,14382.0
-64107,Rob L,8050.0
-53951,3000' Sand ,3060.0
-53951,3200' Sand ,3256.0
-53951,3500' Sand ,3494.0
-53951,3700' Sand ,3618.0
-59428,RE-1,10980.0
-59428,M6,13011.0
-59428,M10,13893.0
-59428,C-6,9370.0
-59428,C-9,9654.0
-59428,M12,14762.0
-59428,M-13,14954.0
-199636,C-9 Sand,9564.0
-199636,RE-2 Sand,11072.0
-51397,Paleocene,
-51397,Upper Wilcox,27577.0
-54815,CRS 1,5352.0
-54815,Ang B,4102.0
-194998,TP-3 ,9552.0
-197086,LP 10 RA,9936.0
-197086,TP-3,9552.0
-194998,LP 10 RA,9936.0
-51056,M-2 Sand,10589.0
-108369,Oligocene Alt,
-108129,Tx W Sand,12053.0
-134852,TEX-W ,12050.0
-107965,M15B,27484.0
-108722,CITI Sand,
-108722,Rob L Sand,
-108722,Operc,
-108722,CCN Sand,
-108722,Gyrodina,
-108291,B Sand,7972.0
-108291,C Sand,9029.0
-108291,F Sand,9929.0
-108291,G1 Sand,10289.0
-108291,G2 Sand,10396.0
-108291,G3 Sand,10847.0
-108291,H Sand,11670.0
-108291,K Sand,12899.0
-108291,KA Sand,13235.0
-108291,I Sand,12069.0
-108291,J Sand,12616.0
-108311,Siph D  1,9723.0
-108311,Discorbis B 3,7654.0
-108311,Discorbis B 4,8030.0
-108311,Marg A 1,8385.0
-108937,9200' Sand,8570.0
-108937,6700' Sand,7488.0
-127279,6700' Sand,7488.0
-127279,9200' Sand,8570.0
-108249,UM 50 Sand,12030.0
-108192,Cat Coal Sand,
-108192,Upper Cat Coal Sand,
-108984,8300' Sand,10914.0
-108984,8750' Sand,11928.0
-108984,8600' Sand,11581.0
-108226,6700' Sd,
-108226,6925' Sd,8661.0
-131948,Big Hum / Chris I,
-130353,MC Sand,11396.0
-130353,B1-A,10025.0
-130353,B-4C,11104.0
-130353,C-1,11532.0
-130538,Cib Carst Sand,11910.0
-130341,Top of Salt,9710.0
-130341,Base of Salt,12343.0
-130341,Pliocene B,17000.0
-130341,Lower Pliocene C,
-130341,Upper Miocene,
-130341,Oligocene Marker,
-130341,Eocene Marker,
-130341,Upper Wilcox A,
-130341,Lower Wilcox,
-130262,U. Uvigerina,
-130262,Uvigerina,
-130712,A-1,5940.0
-130567,C-1 Sand,
-130567,C-8 Sand,9834.0
-130567,MC Sand,9618.0
-130567,B-1A Sand,8932.0
-130974,LH 20,
-130246,Top Salt,6410.0
-130246,Base salt,23793.0
-130246,Oligocene,27484.0
-130246,Upper wilcox,29215.0
-130246,Lower Wilcox,29638.0
-130246,Cretaceous,31269.0
-130817,C-6,13504.0
-131077,Base Eocene Limes,31089.0
-131077,E-B Sand (Eocene Res),31280.0
-131077,E-C Sand,31544.0
-131077,E-D Sand ,31772.0
-131077,PA-A Sand,32145.0
-131077,PA-C Sand Base,32496.0
-131077,PA-D Sand,32612.0
-131077,PA-E Sand (Paleocene Res),33024.0
-131077,PA-G Sand,33375.0
-131077,PA-H Sand,33488.0
-131077,PA-I Sand,33572.0
-131077,PA-J Sand,33729.0
-131077,PA-K Sand,33783.0
-131077,PA-L Sand,34082.0
-131077,PA-L Sand Base,
-131077,Top Salt,11020.0
-131077,Possible Fault,10074.0
-131077,Possible Inclusion,16380.0
-131077,Suture Zone,21103.0
-131077,Base Salt,25292.0
-131077,HC Bearing Siltstones,25556.0
-131077,Possible Fault,26594.0
-131077,O75,28009.0
-131221,H.SELLI,10687.0
-131221,AMP 2 Top,14008.0
-131221,AMP 2 Base,14382.0
-138700,H. SELLI,10687.0
-138700,AMP 2 Top,14008.0
-138700,AMP 2 Base,14382.0
-148011,Amp 2 (Upper),14029.0
-148011,Amp 2 (Lower),14306.0
-132811,Top Pliocene,
-132811,Tex X,
-132811,Big A,
-132811,Cib Carst,
-132811,N,19317.0
-132811,O,20720.0
-132811,Lower O,21553.0
-132811,P,
-132811,Q,
-131040,5500 Sand,6315.0
-131040,7300 Sand,8110.0
-131040,7700 Sand,8888.0
-166330,5500 Sand,6315.0
-166330,7300 Sand,8110.0
-166330,7700 Sand,8888.0
-131380,TP-6 Sand,10958.0
-146834,P-6 Sand,4930.0
-147400,E0 - Shingle Pink,13474.0
-147400,E2 - Pink,13869.0
-147400,F2 - Sub Lavendar,14618.0
-147400,F4 - Lavender,15941.0
-147400,E4 - Below Pink,14164.0
-147400,F1 - Lavendar,14439.0
-147400,G2 - Light Blue,17023.0
-147400,L1 - Lime green,20569.0
-147400,M4 - Upper green,
-147400,M6 - Upper green,20975.0
-147400,M8 - Upper green,21131.0
-147400,N2 - Upper Yellow,21234.0
-147400,O2 - Lower Yellow,21344.0
-147400,O3 - Lower Yellow,21662.0
-147400,G1 - Above Blue,16628.0
-147400,H1 - Carmine,17595.0
-147400,J1,19181.0
-147400,K0 - Above Magenta's,19896.0
-147400,K1 - Magenta's,20215.0
-147400,Stray HC (4' MD to base),
-147400,I1.2 - Stray,
-147400,I1.3 - Stray,
-147400,J0 - Carmine,
-147400,M2 - Upper Green,20750.0
-147400,I1.1 - Stray,
-147014,C SAND PACKAGE,
-147014,F SAND,12555.0
-147014,G1 SAND,13058.0
-147014,G3 SAND,13640.0
-147014,H SAND,14347.0
-147014,I SAND,14812.0
-147014,J SAND,15087.0
-147014,L SAND,15924.0
-147033,Top of Salt,5763.0
-147033,Base of Salt,6908.0
-147033,Top of Miocene,26980.0
-147033,Top of Oligocene,29420.0
-147033,Top of Wilcox,31221.0
-155982,Base of Salt,6908.0
-155982,Top of Miocene,26980.0
-155982,Top of Oligocene,29420.0
-155982,Top of Wilcox,31221.0
-155982,Top of Salt,5763.0
-146913,Top of Salt,7209.0
-146913,Bottom of Salt,10540.0
-146913,M72 Water Sand,19120.0
-146913,P Water Sand,
-146913,Q Water Sand,20425.0
-146913,R Water Sand,20684.0
-146913,S Water Sand,
-146913,S2 Water Sand,21084.0
-146913,M55 Water Sand,21704.0
-146913,M54 Water Sand,
-146913,V4 Water Sand,22533.0
-146913,CC Oil Sand,23046.0
-146913,DD Oil Sand,23349.0
-146913,EE Oil Sand,23521.0
-146913,FF Top,23590.0
-146913,GG Top,
-146913,MPU,16643.0
-146913,M84,18170.0
-146913,V Water Sand,21468.0
-146913,M40-M48,22973.0
-147135,Shallow Hydrocarbon Zone,
-147135,F-35,9248.0
-147134,Top of Salt,9462.0
-147134,Bottom of Salt,21270.0
-147134,Miocene,23350.0
-147134,U. Wilcox,28499.0
-147134,L. Wilcox,30400.0
-147153,M10 Sand,
-147153,M11 Sand,
-147344,B-2 Sand,16203.0
-147344,B-4 Sand,18210.0
-147344,"12,200 Sand",12654.0
-147344,A0 Sand,15080.0
-147344,A1 Sand,15789.0
-147344,B-3 Sand,17481.0
-153294,A0 Sand,15080.0
-153294,A1 Sand,15789.0
-153294,B-2 Sand,16203.0
-153294,B-3 Sand,17481.0
-153294,B-4 Sand,18210.0
-153294,"12,200 Sand",12654.0
-155240,"12,200 Sand",12654.0
-155240,A0 Sand,15080.0
-155240,A1 Sand,15789.0
-155240,B-2 Sand,16203.0
-155240,B-3 Sand,17481.0
-155240,B-4 Sand,18210.0
-147362,Q Sand,
-147267,Horizon-A,4820.0
-147267,Top Blue Unit (B),5590.0
-147267,Top Dismembered Blue,6157.0
-147267,Base Blue Unit_C,6339.0
-147267,Base Sub Blue Unit (E11),6622.0
-147267,Orange Unit (F),7378.0
-147267,Magenta Unit (G),8640.0
-147267,Top Salt,10022.0
-147267,Suture 2,15938.0
-147267,Suture 1,
-147267,Base Salt,23690.0
-147267,Stringer Sand 1.5,24432.0
-147267,Stringer Sand 1,24776.0
-147267,Gloria/Gopher Top,25676.0
-147267,Viking/Midway Top,27704.0
-147267,NMP Top,30539.0
-147267,Gloria/Gopher Base,27457.0
-147267,Viking/Midway Base,29196.0
-147267,NMP Base,30901.0
-147267,Stringer Sand 1.5a,24401.0
-147267,Stringer Sand 2,
-147518,Top of Salt,
-147518,Base of Salt / Top of Pliocene,
-147518,5.35 MY Marker,
-147518,Top of Miocene,
-147518,8.2 MY Marker,
-147439,K Sand,8915.0
-147439,L Sand,9717.0
-147439,J-4 Sand,8570.0
-147439,K-Lower Sand,9076.0
-150894,B-20 Sand,10525.0
-150894,B-21 Sand,10893.0
-150894,B-23 Sand,11472.0
-160860,B-20 Sand,10525.0
-160860,B-21 Sand,10893.0
-160860,B-23 Sand,11472.0
-147758,Base of Salt,25998.0
-147758,Wilcox 1,28163.0
-147758,Wilcox 2,28826.0
-147758,Wilcox 3,29718.0
-147758,Wilcox 4,
-147758,Shallowest Midway Shale,
-147879,Tex(P)3 Sand,7936.0
-147879,Ang(B)1 Sand,6471.0
-136461,M-21,5816.0
-136461,M-50,8926.0
-145136,M50 Sand,8926.0
-145136,M21 Sand,5816.0
-196144,CR S2 RA,6493.0
-200537,Cr S2 RA Sand,6493.0
-196308,Cris Sub 1 Sand,5423.0
-196308,Cris Sub 3 Sand,6299.0
-200535,Cris Sub 3 Sand,6299.0
-200535,Cris Sub 1 Sand,5423.0
-419,JQ Sand,10356.0
-419,JR Sand,10428.0
-419,KJ Sand,11804.0
-419,KK Sand ,11927.0
-419,KS Sand,12727.0
-538,HC Sand,
-12447,AMP 5.6,22563.0
-35807,"CIB Haz ""B""",13980.0
-165523,G10,8577.0
-165523,H,8819.0
-165523,I4,9613.0
-165538,G10,8703.0
-165538,H,8953.0
-165548,I6 Sand,10092.0
-165548,I4 Sand,9846.0
-165566,I4 Sand,11480.0
-165566,I6 Sand,11906.0
-165566,J2 Sand,12700.0
-165566,K Sand,14150.0
-165566,Lo Sand,15716.0
-165566,L Sand,15936.0
-165567,J1,9882.0
-165567,I4,9420.0
-165567,I5,9497.0
-925,D-0 Sand,4808.0
-925,E-0 Sand,5505.0
-925,J Sand,10222.0
-925,K Sand,12342.0
-925,B Sand,2688.0
-925,F-0 Sand,6250.0
-925,A Sand,1534.0
-925,G Sand,6894.0
-165546,L Sand,14826.0
-165546,K-1 Sand,12600.0
-165546,J-1 Sand,9480.0
-165546,I Sand,9200.0
-126002,ROB L-14RC,14007.0
-126002,CRIS(I)-2C,10002.0
-126002,ROTE 1RA,15264.0
-144507,ROT IRA,15264.0
-144507,ROB L-14 RC,14007.0
-144507,Cris(I) 2C,10002.0
-150569,ROTE 1RA,15082.0
-150569,CIB OP 3C,10498.0
-150569,CRIS(I)-1C,9884.0
-160074,Rot E-1 Sand,15082.0
-160074,Cib Op 3C Sand,10498.0
-160074,Cris I 2C Sand,9978.0
-160074,Cris I 1C Sand,9884.0
-135994,Disco 12-3,7130.0
-135994,Tex L-1C,7807.0
-135994,Big 2-1C,8303.0
-135994,Rob 15-2C,7544.0
-135994,CrisI-2C,10016.0
-144661,Cris I Sand,10016.0
-144661,Tex L-1 Sand,7807.0
-144661,Big 2-1 Sand,8303.0
-144661,Rob 15 Sand,7544.0
-144661,Disco 12-3 Sand,7130.0
-135993,Tex L- 5C,7956.0
-135993,CrisI-1,9835.0
-135993,CrisI-2C,9917.0
-135993,CIBP OP-4,10668.0
-144663,CIB OP,10668.0
-144663,Cris I-2,9834.0
-144663,Tex L ,7956.0
-136379,TEX(W)4C,9554.0
-136379,ROB15-2C,7894.0
-136379,CRISI 2C,10457.0
-136379,CIBOP 4C,11186.0
-144664,CIB OP 4C,11186.0
-144664,Cris I-2C,10457.0
-144664,Tex W-4C,9554.0
-147891,EF,6784.0
-69494,GA-2,11194.0
-48952,Lenticulina,
-49511,Text W,11820.0
-49511,Cris K,9626.0
-49511,DIsc 12,10264.0
-49511,Basal Text W,12828.0
-48970,BS 62 Sand,10930.0
-48970,Globoquadrina altispira,9840.0
-48970,Globorotalia margaritae,10260.0
-48970,Globigerina nepenthes,10350.0
-49130,S1 Tgt,7800.0
-48171,M27 Sand,
-49650,M27 Sand,4506.0
-54589,8000 Plio Sand,8134.0
-48271,Sub Lavender,
-76714,Sub Lavender,13321.0
-76714,Above Magenta (K0),17194.0
-76714,Magenta (K1),17376.0
-76714,Yellow,18344.0
-132018,M2 (UPR GREEN),17900.0
-132018,O2 (LWR YELLOW),18344.0
-132018,O2 (LWR YELLOW),18361.0
-135894,M2 (UPR GREEN),17900.0
-135894,02 (LWR YELLOW),18344.0
-135894,02 (LWR YELLOW),18361.0
-48447,P-4-1 Sand,
-48447,P-4-2 Sand,
-49010,HK Sand,8150.0
-49010,ID Sand,9387.0
-49010,IP-1 Sand,10330.0
-49010,JF Sand,11330.0
-49010,KA Sand,
-141757,ID Sand,9412.0
-141757,IK Sand ,9944.0
-141757,IP-1 Sand ,10334.0
-141757,HK Sand ,8178.0
-49975,P-4-1 Sand,19090.0
-49975,P-4-2 Sand,19265.0
-48309,Sand E,20184.0
-54919,Target Sand,
-53318,C1 Sand,9429.0
-53318,F Sand,11516.0
-53318,G Sand,11661.0
-53318,IJ Sand,12206.0
-137935,C1 Sand,9429.0
-137935,F Sand,11516.0
-137935,IJ Sand,12206.0
-137935,G Sand,11661.0
-144489,C-1 Sand,9429.0
-144489,F Sand,11516.0
-144489,G Sand,11661.0
-144489,IJ Sand,12206.0
-147979,C-1 Sand,9429.0
-147979,F Sand,11516.0
-147979,G Sand,11661.0
-181048,90 R1 Sand,14873.0
-118182,96 FBG,15091.0
-118155,96 FB A-1,15130.0
-1809,MA-10 FB A-3 Sand,18357.0
-1809,92 FB X-2 Sand,16561.0
-5266,94 FB,16133.0
-5266,90 FB,15406.0
-203388,H3 RASU,10321.0
-203389,H3 RASU,10424.0
-203389,H2E RB,10464.0
-203390,G6 RA,10110.0
-203391,H2A RA,10604.0
-203391,H3 RASU,10633.0
-203391,H1 RC,10562.0
-198768,D2 R6 SU,11464.0
-198815,D2 R6 SU,12298.0
-199630,5-A R4,11240.0
-198816,D2 R6 SU,11918.0
-198791,D2 R6 SU,11524.0
-198791,E-4 SFF,12497.0
-198791,E1 FBSFF,12009.0
-198813,D2 R6 SU,11503.0
-198192,E-2 NFF/ANFF	,11930.0
-200029,E-2 NFF,11654.0
-200029,E-2ANFF,11712.0
-200056,E-2ANFF,11498.0
-200056,D2 R6 SU,11008.0
-200082,"G-1 2,3,5",14370.0
-185353,G-8 Sand,18670.0
-185353,G-7 Sand,17944.0
-185353,G-5FB3 Sand,17013.0
-185353,G-3 Sand,16166.0
-175865,G-8,18670.0
-175865,G-7,17944.0
-175865,G-5FB3,17013.0
-175865,G-3,16166.0
-198025,Sangamon Sand,3099.0
-198156,G1,9732.0
-198156,G Sand,9580.0
-170630,K-5,14410.0
-170630,K-6,14570.0
-180094,L-1,16944.0
-180094,K-5 5A,16286.0
-180094,L-4,17220.0
-170747,L-1,16944.0
-170747,K-5 5A,16286.0
-197271,Cris Sub RX Sand,11185.0
-197271,Tex P-1 RX Sand,11654.0
-163153,PL-1-1,3710.0
-176797,Upper M,11676.0
-176797,Lower L,11288.0
-116305,B-1 Sand,6156.0
-167493,B-1 Sand,6156.0
-172250,F-35,9048.0
-176710,F-35,9048.0
-164508,M19 RA,9739.0
-164508,M13 RB,9122.0
-164508,M22 RB,10320.0
-173810,M-22,10320.0
-173810,M-19,9739.0
-173810,M-13,9122.0
-169458,MS Sand,9970.0
-169458,NF Sand,10255.0
-113327,M-3,14812.0
-122067,KN A-2,9896.0
-120070,3000,3644.0
-120406,5400 SFB,5846.0
-120406,5000 SFB,5434.0
-120406,5200,5634.0
-118514,6950' Sand,7884.0
-134183,12C,8744.0
-134183,12D FB-F,8868.0
-134183,14A FB-C,9850.0
-134183,14A(L) FB-C,10128.0
-134183,15 FB-C,10274.0
-134183,15A FB-C,10360.0
-134183,16 FB-C,10617.0
-134183,25 FBA,11304.0
-134183,32 Fault Blk B,12332.0
-149131,"""12C"" Sand",8744.0
-149131,12D FB-F,8868.0
-149131,14A FB-C,9850.0
-149131,14A(L) FB-C,10128.0
-149131,15 FB-C,10274.0
-149131,15A FB-C,10360.0
-149131,16 FB-C,10617.0
-149131,25 FBA,11304.0
-149131,32 Fault Blk B,12332.0
-130941,BIG SAND,16708.0
-131567,D Tamalis 3,15856.0
-196027,LR B,13112.0
-115376,P1R_mkr,7925.0
-115376,HB1_mkr,9091.0
-115376,HB2_mkr,9911.0
-115376,GM2_mkr,12100.0
-171027,BUL 1 Sand,11795.0
-171027,BUL-1 Sand (70-80 LOBE),11923.0
-171027,BUL-1 Sand (30 LOBE),12118.0
-171027,BUL-1 SAnd (20 LOBE),12264.0
-171027,TEX MEX Sand,13640.0
-91822,CIB CARST Sand,11664.0
-128028,C-6B Sand,4906.0
-173947,G2 RF,6823.0
-173947,F1 RF,6328.0
-173947,F2 RF,6658.0
-173947,C-4,4742.0
-196043,7500A,9613.0
-196043,7500,11157.0
-196043,7350' Sand,10857.0
-196165,J Sand,5870.0
-172727,MA 7.1,10782.0
-172727,MA 6,10510.0
-172727,MA-3,10218.0
-9293,16950 Sand,17042.0
-145249,16950' Sand,17042.0
-145249,Lobe 1,16905.0
-192563,Tex-W 3A,10032.0
-192563,Tex-W 2A&B,9896.0
-192563,Tex-W 1A&B,9704.0
-174647,CM 7D,12284.0
-174647,CM7GFBC1,13223.0
-177507,PM RA Sand,14028.0
-13563,OT,12147.0
-13563,PK,12813.0
-13563,PQ,13292.0
-13563,OP,11891.0
-13563,PG,12575.0
-168782,AB-2 Sand,8317.0
-168815,TA-7A7 Sand,3722.0
-168815,TA-5A Sand,3082.0
-168815,TA-5 Sand,2992.0
-115798,QB 6A-2 Sand,7093.0
-176396,"B-60,70,D2",11970.0
-176396,"B-40,50,D2",10484.0
-177370,B-40,10730.0
-177370,B-50,11008.0
-177389,B-30,8061.0
-177389,B-80,11030.0
-121795,LB:LD Sand,10037.0
-121795,LI SD RC,10362.0
-144066,JM,10106.0
-148757,G-2FBA-1,7164.0
-148757,I3 FBA 1,8022.0
-134670,L-10 A1A2 Sand,9388.0
-126609,K FBB,7889.0
-126609,L-6 FBB,8640.0
-168176,I-1 FB-B,7130.0
-168176,L-1 FBH,8808.0
-142000,I2 RC,6170.0
-142000,I4 RC,6399.0
-142000,I10 RC,6825.0
-149790,H-8 Sand,5255.0
-149790,J Sand,5728.0
-150209,E-2 Sand,2940.0
-52518,C-15,9742.0
-52518,C-17,9974.0
-52518,Re-1,10312.0
-7201,Lenticulina,8100.0
-166435,CS-8 Sand,8138.0
-200536,6500 Sand,8480.0
-196341,6500' Sand,8480.0
-196379,6600 Sand,8146.0
-196379,6200 Sand,7640.0
-200556,6600 Sand,8146.0
-200556,6200 Sand,7640.0
-200562,Cris Sub 6 RA,5884.0
-200562,Cris Sub 4 RA,5605.0
-200562,Cris Sub 3 RA,5416.0
-196525,Cris Sub 6 RA,5884.0
-196525,Cris Sub 4 RA,5605.0
-196525,Cris Sub 3 RA,5416.0
-176627,4600 FT,5268.0
-176627,TMA A-7,5590.0
-176627,TM A-7,5561.0
-21308,J Sand,14212.0
-200994,E-2 NFF/ANFF,11305.0
-200994,E-2 NFF/ANFF,11364.0
-198538,G-1/G-1 1,16700.0
-199644,D2 R6 SU,11254.0
-199644,E-2ANFF,11966.0
-199644,E-2 NFF/ANFF,11906.0
-176873,G-20 Sand,12406.0
-195001,Cris Sub 3 RD,6826.0
