﻿OccNo,OccID,VesselID,VesselName,XrfOccVesselVictimCountID,ManuallyEnteredStatsIND,VictimMissing,VictimMinorInjuries,VictimSeriousInjuries,VictimDeath,TotalVesselInjuries,TotalPeopleInWater,PeopleInWaterWearingLSE,PeopleInWaterLseTypeID,PeopleInWaterLseTypeDisplayEng,PeopleInWaterLseTypeDisplayFre,PeopleInWaterNoLSE,PeopleInWaterDontKnowLSE
"M19A0212",46025,27910,"Rig General - Tidal power platform",12510,0,0,0,0,0,0,0,0,,,,0,0
"M19A0212",46025,27909,"P'TIT CHARLES II",12509,1,0,2,0,0,2,0,0,,,,0,0
"M19A0212",46025,,"ASHORE/RIVAGE",13202,0,0,0,0,0,0,0,0,,,,0,0
"M19C0146",46014,22951,"ROBERT S. PIERSON",12507,0,0,0,0,0,0,0,0,,,,0,0
"M19C0146",46014,,"ASHORE/RIVAGE",17755,0,0,0,0,0,0,0,0,,,,0,0
"M19C0145",46013,23139,"ALGOMA TRANSPORT",12514,0,0,0,0,0,0,0,0,,,,0,0
"M19C0143",46010,22806,"MISSISSAGI",12505,0,0,0,0,0,0,1,0,,,,0,0
"M19A0211",46009,27818,"NEWFOUNDLAND VICTOR",12533,1,0,0,0,1,1,0,0,,,,0,0
"M19A0211",46009,,"ASHORE/RIVAGE",13023,0,0,0,0,0,0,0,0,,,,0,0
"M19A0208",46004,27901,"JULIE & SHARON",12508,0,0,0,0,0,0,0,0,,,,0,0
"M19A0195",45990,27889,"MAKO",12506,1,0,0,1,0,1,0,0,,,,0,0
"M19A0190",45985,24170,"KD'S QUEST",12504,0,0,0,0,0,0,0,0,,,,0,0
"M19A0189",45984,15472,"SHORE DODGER",12502,0,0,0,0,0,0,0,0,,,,0,0
"M19A0184",45979,26572,"MAUDE ADAMS",12500,0,0,0,0,0,0,0,0,,,,0,0
"M19A0184",45979,22185,"POLAR PRINCE",12503,0,0,0,0,0,0,0,0,,,,0,0
"M19P0116",45971,27881,"STAR BLAZER",12498,0,0,0,0,0,0,0,0,,,,0,0
"M19P0116",45971,,"ASHORE/RIVAGE",12499,0,0,0,0,0,0,0,0,,,,0,0
"M19P0115",45970,2912,"NIGHT FIGHTER",12497,0,0,0,0,0,0,0,0,,,,0,0
"M19P0115",45970,,"ASHORE/RIVAGE",12496,0,0,0,0,0,0,0,0,,,,0,0
"M19P0114",45969,27880,"CONFIDENT",12495,0,0,0,0,0,0,0,0,,,,0,0
"M19P0114",45969,,"ASHORE/RIVAGE",12494,0,0,0,0,0,0,0,0,,,,0,0
"M19C0133",45968,,"ASHORE/RIVAGE",13193,0,0,0,0,0,0,0,0,,,,0,0
"M19P0113",45967,14734,"OCEAN PROVIDER",12492,0,0,0,0,0,0,0,0,,,,0,0
"M19P0113",45967,,"ASHORE/RIVAGE",12491,0,0,0,0,0,0,0,0,,,,0,0
"M19P0111",45964,27878,"SEASPAN 526",12490,1,0,0,0,0,0,1,1,,,,0,0
"M19P0110",45963,27877,"C27662BC",12489,0,0,0,0,0,0,0,0,,,,0,0
"M19A0183",45962,23962,"PLUM CRAZY",12534,1,0,0,0,1,1,1,0,,,,1,0
"M19C0131",45961,27018,"JEAN-JOSEPH",12487,1,0,1,0,0,1,0,0,,,,0,0
"M19C0130",45960,9167,"ALGOMA GUARDIAN",12493,0,0,0,0,0,0,0,0,,,,0,0
"M19C0129",45955,20971,"MAERSK PATRAS",12486,0,0,0,0,1,1,1,0,,,,0,0
"M19C0129",45955,,"ASHORE/RIVAGE",13192,0,0,0,0,0,0,0,0,,,,0,0
"M19A0173",45943,11265,"MICHAEL J II",12488,1,0,0,1,0,1,0,0,,,,0,0
"M19A0172",45942,27870,"EMILY JANE",12485,0,0,0,0,0,0,0,0,,,,0,0
"M19A0166",45936,27867,"PHOENIX",12484,0,0,0,0,0,0,0,0,,,,0,0
"M19A0165",45935,18612,"FEDERAL HUDSON",12483,0,0,0,1,0,1,0,0,,,,0,0
"M19A0163",45933,24690,"DUANE & AMY",12482,0,0,0,0,0,0,0,0,,,,0,0
"M19A0161",45931,20618,"SHEENA IRENE",12480,0,0,0,0,0,0,0,0,,,,0,0
"M19A0161",45931,,"ASHORE/RIVAGE",13868,0,0,0,0,0,0,0,0,,,,0,0
"M19A0158",45928,17519,"SAMBRO",12479,0,0,0,1,0,1,0,0,,,,0,0
"M19A0156",45926,23416,"OCEAN WHITE WOLF",12478,0,0,0,1,0,1,0,0,,,,0,0
"M19C0123",45920,6665,"GRIFFON",12475,0,0,0,0,0,0,0,0,,,,0,0
"M19A0153",45918,24300,"OCEAN MAZIE",12481,0,0,0,1,0,1,0,0,,,,0,0
"M19A0153",45918,,"ASHORE/RIVAGE",13341,0,0,0,0,0,0,0,0,,,,0,0
"M19A0152",45917,26054,"ROBERT AND ARIETA",12477,0,0,0,0,0,0,0,0,,,,0,0
"M19P0104",45915,27857,"C22444BC",12473,0,0,0,0,0,0,0,0,,,,0,0
"M19C0121",45913,24205,"A. LEBLANC",12472,0,0,0,0,0,0,0,0,,,,0,0
"M19C0120",45912,13749,"FREDERICK G. CREED",12471,0,0,0,0,0,0,0,0,,,,0,0
"M19C0119",45911,16975,"SIPU MUIN",12470,0,0,0,0,0,0,0,0,,,,0,0
"M19F0011",45910,24752,"4 EVER WILD",12469,0,0,0,0,0,0,0,0,,,,0,0
"M19C0117",45907,27850,"FEDERAL BALTIC",12464,0,0,0,0,0,0,0,0,,,,0,0
"M19C0117",45907,18747,"ALGOSEA",12465,0,0,0,0,0,0,0,0,,,,0,0
"M19P0103",45906,25196,"C23411BC",12462,0,0,0,0,0,0,0,0,,,,0,0
"M19P0101",45903,25770,"MARINE HUNTER",12461,1,0,0,1,0,1,0,0,,,,0,0
"M19P0101",45903,,"ASHORE/RIVAGE",15760,0,0,0,0,0,0,0,0,,,,0,0
"M19C0115",45902,313,"MANITOULIN",12476,0,0,0,0,0,0,0,0,,,,0,0
"M19C0114",45901,23176,"MAMILOSSA",12467,0,0,0,0,0,0,0,0,,,,0,0
"M19C0111",45898,24681,"ALGOMA HARVESTER",12460,0,0,0,0,0,0,0,0,,,,0,0
"M19P0098",45894,27334,"NIEUW AMSTERDAM",12459,0,0,0,0,0,0,0,0,,,,0,0
"M19P0098",45894,22683,"OOSTERDAM",12458,0,0,0,0,0,0,0,0,,,,0,0
"M19A0150",45893,27860," ABIGAIL GRACE",12474,0,0,0,1,0,1,0,0,,,,0,0
"M19A0143",45886,27853,"LADY JESSICA MARIE",12501,0,0,0,0,0,0,0,0,,,,0,0
"M19F0010",45883,3001,"CSL LAURENTIEN",12457,0,0,0,0,0,0,0,0,,,,0,0
"M19C0110",45874,27845,"SURETÉ DU QUEBEC NO. 4B01",12456,0,0,1,0,0,1,0,0,,,,0,0
"M19C0108",45867,16268,"MANUELS RIVER",12455,0,0,0,1,0,1,0,0,,,,0,0
"M19P0097",45862,14537,"SPIRIT OF BRITISH COLUMBIA",12454,0,0,0,0,0,0,0,0,,,,0,0
"M19F0008",45860,18674,"SAGINAW",12452,0,0,0,0,0,0,0,0,,,,0,0
"M19P0095",45859,12172,"ROYAL CANADIAN",12450,0,0,0,0,0,0,0,0,,,,0,0
"M19P0094",45857,27838,"Skiff - crab fishing",12449,0,0,0,0,0,0,0,0,,,,0,0
"M19P0094",45857,24569,"MOYTEL",12445,0,0,0,0,0,0,0,0,,,,0,0
"M19P0094",45857,,"ASHORE/RIVAGE",12444,0,0,0,0,0,0,0,0,,,,0,0
"M19P0093",45856,27833,"Skiff - crab fishing",12443,0,0,0,0,0,0,0,0,,,,0,0
"M19P0092",45855,27831,"ISLAND EXPLORER",12442,0,0,0,0,0,0,0,0,,,,0,0
"M19P0091",45854,9888,"MILLENIUM IV",12441,0,0,0,0,0,0,0,0,,,,0,0
"M19P0090",45853,27829,"CYQUA V",12440,0,0,0,0,0,0,0,0,,,,0,0
"M19P0090",45853,,"ASHORE/RIVAGE",12439,0,0,0,0,0,0,0,0,,,,0,0
"M19A0126",45850,24477,"BENJI & SISTERS",12451,0,0,0,0,0,0,0,0,,,,0,0
"M19C0100",45844,20971,"MAERSK PATRAS",12435,1,0,0,1,0,1,0,0,,,,0,0
"M19F0007",45842,27191,"ALGOMA NIAGARA",12434,0,0,0,0,0,0,0,0,,,,0,0
"M19C0098",45841,16377,"C. N. M. EVOLUTION",12433,1,0,3,0,0,3,0,0,,,,0,0
"M19A0120",45837,24299,"ATLANTIC CEDAR",12447,0,0,0,0,0,0,0,0,,,,0,0
"M19A0116",45833,24729,"OCEAN BREAKER",12446,0,0,0,0,0,0,0,0,,,,0,0
"M19P0088",45828,27823,"Other - crew boat",12431,0,0,0,0,0,0,0,0,,,,0,0
"M19P0087",45827,27822,"C11771BC (SILVER LADY)",12430,0,0,0,0,0,0,0,0,,,,0,0
"M19P0087",45827,,"ASHORE/RIVAGE",12429,0,0,0,0,0,0,0,0,,,,0,0
"M19C0095",45824,27819,"CARIBE ILSE",12426,0,0,0,0,0,0,0,0,,,,0,0
"M19A0110",45821,27828,"WILLIAM PITT II",12436,1,0,0,1,0,1,0,0,,,,0,0
"M19A0110",45821,,"ASHORE/RIVAGE",15748,0,0,0,0,0,0,0,0,,,,0,0
"M19A0108",45819,27826,"T.N.T. VOYAGER",12437,1,0,0,1,0,1,0,0,,,,0,0
"M19C0093",45815,27814,"ALGONORTH ",12425,0,0,0,0,0,0,0,0,,,,0,0
"M19C0093",45815,22627,"LAKE ONTARIO",12424,0,0,0,0,0,0,0,0,,,,0,0
"M19C0091",45813,5200,"DES GROSEILLIERS",12422,0,0,0,0,0,0,0,0,,,,0,0
"M19C0090",45812,27813,"KITIKMEOT W.",12421,0,0,0,0,0,0,0,0,,,,0,0
"M19C0085",45807,27809,"FERBEC",12423,0,0,0,0,0,0,0,0,,,,0,0
"M19A0103",45805,27821,"MIRA LADY",12428,0,0,0,0,0,0,0,0,,,,0,0
"M19P0086",45799,20448,"ROSE MACKENZIE",12582,0,0,0,0,0,0,0,0,,,,0,0
"M19P0085",45797,23109,"NORTHERN EXPEDITION",12416,0,0,0,0,0,0,0,0,,,,0,0
"M19P0084",45796,27799,"EMERALD PRINCESS",12415,0,0,0,0,0,0,0,0,,,,0,0
"M19A0094",45788,27818,"NEWFOUNDLAND VICTOR",12427,0,0,0,0,0,0,0,0,,,,0,0
"M19A0093",45787,27803,"FEDERAL MOSEL",12419,0,0,0,1,0,1,0,0,,,,0,0
"M19A0091",45785,27801,"FUNDY VIPER II",12417,0,0,0,0,0,0,0,0,,,,0,0
"M19C0078",45783,15877,"CUYAHOGA",12414,1,0,1,0,0,1,0,0,,,,0,0
"M19P0081",45775,27793,"Recreational Craft - North Star Of Herschel Island",12406,0,0,0,0,0,0,0,0,,,,0,0
"M19P0081",45775,24932,"C04077BC",12405,1,0,2,0,0,2,0,0,,,,0,0
"M19A0090",45772,27805,"Skiff - oyster boat",12466,1,0,0,0,2,2,0,0,,,,0,0
"M19A0090",45772,,"ASHORE/RIVAGE",12463,0,0,0,0,0,0,0,0,,,,0,0
"M19C0072",45771,12693,"KING FISH I",12404,1,0,0,0,0,0,1,1,6,"Other","Autre",0,0
"M19A0084",45764,27796,"UNDER PRESSURE TOO",12407,0,0,0,0,0,0,0,0,,,,0,0
"M19A0082",45762,27794,"Skiff - OPEN BOAT",12420,0,0,0,0,1,1,0,0,,,,0,0
"M19A0082",45762,,"ASHORE/RIVAGE",13641,0,0,0,0,0,0,0,0,,,,0,0
"M19A0079",45759,27697,"LIAM DEREK",12402,0,0,0,0,0,0,0,0,,,,0,0
"M19F0005",45757,24831,"G3 MARQUIS",12401,0,0,0,0,0,0,0,0,,,,0,0
"M19P0078",45755,27788,"OAKLAND EXPRESS",12403,0,0,0,0,0,0,0,0,,,,0,0
"M19C0069",45752,3001,"CSL LAURENTIEN",12396,0,0,0,0,0,0,0,0,,,,0,0
"M19P0075",45751,25520,"MAJORCA",12412,0,0,0,0,0,0,0,0,,,,0,0
"M19P0074",45750,22661,"W-SKY",12411,0,0,0,0,0,0,0,0,,,,0,0
"M19P0073",45749,27797,"TR PRINCE",12410,0,0,0,0,0,0,0,0,,,,0,0
"M19P0072",45748,27842,"Other - tug (boom boat)",12453,0,0,0,0,0,0,0,0,,,,0,0
"M19F0004",45746,84,"CSL TADOUSSAC",12394,0,0,0,0,0,0,0,0,,,,0,0
"M19F0003",45745,6665,"GRIFFON",12393,1,0,1,0,0,1,0,0,,,,0,0
"M19C0066",45743,84,"CSL TADOUSSAC",12390,0,0,0,0,0,0,0,0,,,,0,0
"M19P0070",45741,22661,"W-SKY",12580,0,0,0,0,0,0,0,0,,,,0,0
"M19P0068",45739,27970,"Skiff - Crab Boat",12579,0,0,0,0,0,0,0,0,,,,0,0
"M19P0068",45739,23109,"NORTHERN EXPEDITION",12578,0,0,0,0,0,0,0,0,,,,0,0
"M19P0067",45738,27967,"ROY KRISTIAN",12577,0,0,0,0,0,0,0,0,,,,0,0
"M19P0066",45737,24959,"MISS KYLIE",12400,0,0,0,0,0,0,0,0,,,,0,0
"M19P0064",45735,16400,"ISTRA",12389,0,0,0,0,0,0,0,0,,,,0,0
"M19A0076",45732,27694,"REBOUND I",12397,0,0,0,0,0,0,0,0,,,,0,0
"M19A0074",45730,19799,"MAERSK PALERMO",12398,0,0,1,0,0,1,0,0,,,,0,0
"M19A0073",45729,25282,"COLE & MORGAN",12395,0,0,0,0,0,0,0,0,,,,0,0
"M19P0063",45722,27778,"C06370BC",12392,1,0,0,0,0,0,1,0,,,,0,1
"M19P0060",45719,4268,"QUEEN OF SURREY",12391,1,0,1,0,0,1,0,0,,,,0,0
"M19P0059",45718,8081,"SEA CAP III",12388,1,0,0,0,0,0,1,1,1,"Lifejacket","Gilet de sauvetage",0,0
"M19A0069",45713,27733,"CORPORAL TEATHER C.V.",12387,0,0,0,0,0,0,0,0,,,,0,0
"M19C0058",45712,10937,"W.J. ISAAC PURVIS",12386,0,0,0,0,0,0,0,0,,,,0,0
"M19C0057",45711,26873,"MSC MATILDE",12381,0,0,0,0,0,0,0,0,,,,0,0
"M19C0055",45708,27761,"TEAM TARANTELLA",12372,0,0,0,0,0,0,0,0,,,,0,0
"M19A0068",45707,18534,"LEIF ERICSON",12384,0,0,0,1,0,1,0,0,,,,0,0
"M19A0065",45704,27775,"HUNTER BUCK",12383,0,0,0,0,0,0,0,0,,,,0,0
"M19A0064",45703,27774,"FISHIN' TRADITION",12382,0,0,0,0,0,0,0,0,,,,0,0
"M19A0062",45701,25490,"VETERAN",12385,0,0,0,0,0,0,0,0,,,,0,0
"M19A0061",45700,23715,"FORTRESS ISLE II",12377,0,0,0,0,0,0,0,0,,,,0,0
"M19A0058",45697,27768,"MISS JILL MARIE",12376,0,0,0,0,0,0,0,0,,,,0,0
"M19A0057",45696,27767,"SEAS-N-AIR 2012",12375,0,0,0,0,0,0,0,0,,,,0,0
"M19A0056",45695,27765,"MARI UGLAND",12374,0,0,0,1,0,1,0,0,,,,0,0
"M19A0055",45694,25432,"SICHEM NEW YORK",12373,0,0,0,1,0,1,0,0,,,,0,0
"M19P0057",45688,27772,"PAN ACACIA",12379,0,0,0,0,0,0,0,0,,,,0,0
"M19P0057",45688,27771,"CARAVOS HARMONY",12378,0,0,0,0,0,0,0,0,,,,0,0
"M19C0054",45687,18455,"APOLLO",12380,1,0,0,0,0,0,0,0,,,,0,0
"M19C0054",45687,,"ASHORE/RIVAGE",15758,0,0,0,0,0,0,0,0,,,,0,0
"M19P0053",45683,188,"BLUE WATERS",12371,0,0,0,0,0,0,0,0,,,,0,0
"M19P0051",45679,8359,"DEBRA ANN I",12413,0,0,0,0,1,1,0,0,,,,0,0
"M19P0051",45679,,"ASHORE/RIVAGE",13197,0,0,0,0,0,0,0,0,,,,0,0
"M19P0049",45670,,"ASHORE/RIVAGE",12369,0,0,0,0,0,0,0,0,,,,0,0
"M19P0047",45668,23034,"BLACK HAWK II",12408,0,0,0,0,0,0,0,0,,,,0,0
"M19P0047",45668,10733,"VPD 404",12409,0,0,0,0,0,0,0,0,,,,0,0
"M19P0046",45667,17742,"CHARLES H. CATES V",12368,1,0,1,0,0,1,1,1,6,"Other","Autre",0,0
"M19C0044",45666,27748,"COAL PEARL",12366,0,0,0,0,0,0,0,0,,,,0,0
"M19C0043",45665,18455,"APOLLO",12365,0,0,0,0,0,0,0,0,,,,0,0
"M19C0040",45658,15896,"SPANISH MIST",12364,0,0,0,0,0,0,0,0,,,,0,0
"M19C0038",45656,10248,"GEORGES ALEXANDRE LEBEL",12362,0,0,0,0,0,0,0,0,,,,0,0
"M19C0038",45656,5200,"DES GROSEILLIERS",12363,0,0,0,0,0,0,0,0,,,,0,0
"M19P0040",45654,27742,"CONUMA RIVER",12361,0,0,0,0,0,0,0,0,,,,0,0
"M19P0038",45652,27736,"C28518BC",12360,0,0,0,0,0,0,0,0,,,,0,0
"M19P0037",45650,25255,"HEINA",12359,0,0,0,0,0,0,0,0,,,,0,0
"M19P0037",45650,,"ASHORE/RIVAGE",12358,0,0,0,0,0,0,0,0,,,,0,0
"M19P0036",45648,27732,"C17003BC",12353,0,0,0,0,0,0,0,0,,,,0,0
"M19P0036",45648,,"ASHORE/RIVAGE",12354,0,0,0,0,0,0,0,0,,,,0,0
"M19P0035",45647,27736,"C28518BC",12357,0,0,0,0,0,0,0,0,,,,0,0
"M19P0034",45646,25294,"OCTBREEZE ISLAND",12352,0,0,0,0,0,0,0,0,,,,0,0
"M19P0034",45646,,"ASHORE/RIVAGE",12351,0,0,0,0,0,0,0,0,,,,0,0
"M19P0033",45644,27731,"DEISEAL",12350,0,0,0,0,0,0,0,0,,,,0,0
"M19P0033",45644,,"ASHORE/RIVAGE",12349,0,0,0,0,0,0,0,0,,,,0,0
"M19A0045",45639,27730,"Fast Rescue - Zodiac model 738",12345,0,0,0,0,0,0,0,0,,,,0,0
"M19A0045",45639,6200,"HUDSON",12346,0,0,0,0,0,0,0,0,,,,0,0
"M19A0044",45638,27734,"Fast Rescue - FRC of CORPORAL TEATHER C.V.",12355,0,0,0,0,0,0,0,0,,,,0,0
"M19A0043",45637,11228,"FORTUNE LADY",12348,0,0,0,0,0,0,0,0,,,,0,0
"M19A0042",45636,6939,"SCOTIAN",12347,0,0,0,0,0,0,0,0,,,,0,0
"M19C0034",45631,21015,"NORDKAP",12340,0,0,0,0,0,0,0,0,,,,0,0
"M19C0029",45626,23247,"TUNDRA",12336,0,0,0,0,0,0,0,0,,,,0,0
"M19P0032",45623,14399,"SILVER MINE",12335,0,0,0,0,0,0,0,0,,,,0,0
"M19P0031",45622,27723,"POT LUCK 5",12334,0,0,0,0,0,0,0,0,,,,0,0
"M19P0031",45622,380,"BARTLETT",12333,0,0,0,0,0,0,0,0,,,,0,0
"M19P0030",45621,845,"SEASPAN PROTECTOR",12332,1,0,0,0,0,0,1,1,1,"Lifejacket","Gilet de sauvetage",0,0
"M19P0029",45620,27735,"C23374BC",12356,1,0,0,4,0,4,0,0,,,,0,0
"M19A0039",45618,26295,"MIRACLE BOY 1",12344,0,0,0,0,0,0,0,0,,,,0,0
"M19A0038",45616,19514,"ENCOURAGER",12343,0,0,0,0,0,0,0,0,,,,0,0
"M19A0038",45616,18562,"CAPE LIGHT",12342,0,0,0,0,0,0,0,0,,,,0,0
"M19A0034",45612,10622,"EMERALD ROSE",12330,0,0,0,0,0,0,0,0,,,,0,0
"M19A0033",45611,27696,"GENTLE GIANT",12339,0,0,0,0,0,0,0,0,,,,0,0
"M19A0032",45610,27726,"KAYLA & COLBY",12338,0,0,0,0,0,0,0,0,,,,0,0
"M19A0031",45609,17968,"BRETT & DYLAN",12337,0,0,0,0,0,0,0,0,,,,0,0
"M19P0028",45608,27719,"OCEANIC SURVEYOR",12329,0,0,0,0,0,0,0,0,,,,0,0
"M19P0028",45608,18542,"ORCA WARRIOR",12328,0,0,0,0,0,0,0,0,,,,0,0
"M19C0026",45602,11170,"WILFRED M. COHEN",12341,0,0,0,0,0,0,0,0,,,,0,0
"M19C0022",45598,20793,"FEDERAL LEDA",12323,0,0,0,0,0,0,0,0,,,,0,0
"M19C0021",45597,27715,"MSC ANAHITA",12324,0,0,0,0,0,0,0,0,,,,0,0
"M19P0022",45596,24204,"NORDIC PEARL",12321,0,0,0,0,0,0,0,0,,,,0,0
"M19C0020",45595,27714,"IRON POINT",12326,0,0,0,0,0,0,0,0,,,,0,0
"M19A0030",45593,26438,"FATHOM THAT BUOYS",12320,0,0,0,0,0,0,0,0,,,,0,0
"M19A0029",45592,27716,"SAME OLD DRAG",12325,0,0,0,1,0,1,0,0,,,,0,0
"M19A0028",45591,7265,"BEST OF INTENTIONS",12319,0,0,0,0,0,0,0,0,,,,0,0
"M19A0027",45590,,"ASHORE/RIVAGE",13272,0,0,0,0,0,0,0,0,,,,0,0
"M19A0025",45588,27718,"CAPTAIN JIM",12327,0,0,0,0,1,1,1,0,,,,0,0
"M19A0025",45588,,"ASHORE/RIVAGE",14423,0,0,0,0,0,0,0,0,,,,0,0
"M19C0019",45587,23303,"NORD MONTREAL",12318,0,0,0,0,0,0,0,0,,,,0,0
"M19C0017",45585,26788,"FJORD SAGUENAY",12317,0,0,0,0,0,0,0,0,,,,0,0
"M19P0020",45584,27711,"EVER SUMMIT",12322,0,0,0,0,0,0,0,0,,,,0,0
"M19P0019",45583,12295,"SOUTHERN DAWN",12316,1,0,0,1,0,1,0,0,,,,0,0
"M19C0016",45576,27708,"PAUL A. DESGAGNES",12315,1,0,1,0,0,1,0,0,,,,0,0
"M19C0014",45572,27706,"Skiff - Ice Canoe No 193",12313,0,0,0,0,0,0,0,0,,,,0,0
"M19C0014",45572,2096,"LOMER-GOUIN",12312,0,0,0,0,0,0,0,0,,,,0,0
"M19P0011",45568,19019,"NORMA H",12309,0,0,0,0,0,0,0,0,,,,0,0
"M19P0010",45563,27704,"TRADE",12310,0,0,0,0,0,0,0,0,,,,0,0
"M19P0009",45562,27695,"MODIGLIANI",12304,0,0,0,0,0,0,0,0,,,,0,0
"M19P0008",45561,15892,"FROSTI",12303,0,0,0,0,0,0,0,0,,,,0,0
"M19P0007",45560,13733,"C01909BC",12302,0,0,0,0,0,0,0,0,,,,0,0
"M18A0503",45559,22935,"HIGHLANDERS",12311,1,0,0,1,0,1,0,0,,,,0,0
"M18A0503",45559,,"ASHORE/RIVAGE",12990,0,0,0,0,0,0,0,0,,,,0,0
"M19A0020",45557,27700,"YM ENLIGHTENMENT",12308,0,0,0,0,0,0,0,0,,,,0,0
"M19A0020",45557,27609,"SCOTIA PILOT",12307,0,0,0,0,0,0,0,0,,,,0,0
"M19A0019",45556,18455,"APOLLO",12306,0,0,0,0,0,0,0,0,,,,0,0
"M19A0016",45553,27696,"GENTLE GIANT",12305,0,0,0,0,0,0,0,0,,,,0,0
"M19A0013",45550,,"ASHORE/RIVAGE",21235,0,0,0,0,0,0,0,0,,,,0,0
"M19A0012",45549,27694,"REBOUND I",12301,0,0,0,0,0,0,0,0,,,,0,0
"M19F0002",45534,22951,"ROBERT S. PIERSON",12264,0,0,1,0,0,1,0,0,,,,0,0
"M19C0008",45533,27639,"ELLENSBORG",12263,0,0,0,0,0,0,0,0,,,,0,0
"M18A0502",45532,24418,"BROMLEY'S VENTURE",12255,0,0,0,0,0,0,0,0,,,,0,0
"M19C0007",45531,24792,"BUFFLEHEAD",12250,0,0,0,0,0,0,0,0,,,,0,0
"M19P0003",45528,25963,"COSCO PACIFIC",12221,0,0,0,0,0,0,0,0,,,,0,0
"M19C0003",45525,17967,"KAMINISTIQUA",12192,1,0,1,0,0,1,0,0,,,,0,0
"M18A0501",45518,27597,"FOREVER YOUNG I",12186,0,0,0,0,0,0,0,0,,,,0,0
"M19A0001",45517,,"ASHORE/RIVAGE",12187,0,0,0,0,0,0,0,0,,,,0,0
"M18A0500",45516,26237,"ANDREW & GIRLS",12163,0,0,0,0,0,0,0,0,,,,0,0
"M18A0499",45514,24278,"SOUTHWARD 1",12252,0,0,0,0,0,0,0,0,,,,0,0
"M18P0392",45513,27567,"C18763BC",12134,0,0,0,0,0,0,0,0,,,,0,0
"M18P0392",45513,,"ASHORE/RIVAGE",12133,0,0,0,0,0,0,0,0,,,,0,0
"M18C0405",45511,17967,"KAMINISTIQUA",12139,1,0,0,1,0,1,0,0,,,,0,0
"M18C0403",45509,23069,"ALGOMA SPIRIT",12138,0,0,0,0,0,0,0,0,,,,0,0
"M18P0390",45508,27565,"AL QIBLA",12131,0,0,0,0,0,0,0,0,,,,0,0
"M18A0496",45504,27596,"SAVANNAH PEARL",12184,0,0,0,0,0,0,0,0,,,,0,0
"M18A0495",45503,27304,"QIKIQTAALUK W.",12251,0,0,0,0,0,0,0,0,,,,0,0
"M18A0493",45501,27687,"CATHY B",12299,0,0,0,0,0,0,0,0,,,,0,0
"M18A0493",45501,27683,"ZIM LUANDA",12300,0,0,0,0,0,0,0,0,,,,0,0
"M18A0492",45500,,"ASHORE/RIVAGE",12178,0,0,0,0,0,0,0,0,,,,0,0
"M18A0491",45499,27627,"SLAT & SLING",12249,0,0,0,0,0,0,0,0,,,,0,0
"M18C0402",45497,27564,"FRONTIER ROSE",12132,0,0,0,0,0,0,0,0,,,,0,0
"M18A0489",45496,14420,"ALINE MARIE",12174,1,0,0,1,0,1,0,0,,,,0,0
"M18A0489",45496,,"ASHORE/RIVAGE",12173,0,0,0,0,0,0,0,0,,,,0,0
"M18A0488",45495,27626,"DILIGENT NO 1",12248,0,0,0,0,0,0,0,0,,,,0,0
"M18A0486",45493,,"ASHORE/RIVAGE",12172,0,0,0,0,0,0,0,0,,,,0,0
"M18A0485",45492,27625,"NORTHERN PROSPECTOR",12247,0,0,0,0,0,0,0,0,,,,0,0
"M18A0484",45491,10063,"DARREN AND ADAM",12298,0,0,0,0,0,0,0,0,,,,0,0
"M18A0483",45490,,"ASHORE/RIVAGE",12171,0,0,0,0,0,0,0,0,,,,0,0
"M18A0482",45489,27247,"LITTLE WHISKEY",12246,0,0,0,0,0,0,0,0,,,,0,0
"M18A0480",45487,27589,"FOR WORK FOR PLAY",12170,0,0,0,0,0,0,0,0,,,,0,0
"M18A0478",45485,27599,"BOABARGE 37",12190,0,0,0,0,0,0,0,0,,,,0,0
"M18A0478",45485,,"ASHORE/RIVAGE",12189,0,0,0,0,0,0,0,0,,,,0,0
"M18A0477",45484,27587,"LADY JEANNELLE",12169,0,0,0,0,0,0,0,0,,,,0,0
"M18A0477",45484,24955,"CAPE ROGER",12168,0,0,0,0,0,0,0,0,,,,0,0
"M18A0476",45483,7340,"LEONARD J. COWLEY",12243,0,0,0,0,0,0,0,0,,,,0,0
"M18A0475",45482,24823,"OCEAN VIPER 2000",12297,0,0,0,0,0,0,0,0,,,,0,0
"M18A0474",45481,4353,"MISS SOUTH WEST COVE",12167,0,0,0,0,0,0,0,0,,,,0,0
"M18A0473",45480,27624,"ABBIE BURGESS",12242,0,0,0,0,0,0,0,0,,,,0,0
"M18A0471",45478,27402,"LEAH & BROTHERS",12160,0,0,0,0,0,0,0,0,,,,0,0
"M18A0470",45477,27622,"HANNAH & BOYS",12238,0,0,0,0,0,0,0,0,,,,0,0
"M18A0468",45475,24853,"ALL MINE",12158,0,0,0,0,0,0,0,0,,,,0,0
"M18A0467",45474,22311,"INUKSUK 1",12235,0,0,0,0,0,0,0,0,,,,0,0
"M18A0465",45472,,"ASHORE/RIVAGE",12157,0,0,0,0,0,0,0,0,,,,0,0
"M18A0464",45471,26709,"EVERY LAST CENT",12234,0,0,0,0,0,0,0,0,,,,0,0
"M18A0462",45469,27679,"EASY GOING 6",12291,0,0,0,0,0,0,0,0,,,,0,0
"M18A0462",45469,27678,"LURCHER SHOAL V",12290,0,0,0,0,0,0,0,0,,,,0,0
